,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
10,2022,1,1,4,0,0,0,0,0,0,0,7,10.200000000000001,129.36,0,0.12,2.6,3.2,227,98.48,10.4,1005,,,,,,,,,,,,,,,,,,,,,,,,
11,2022,1,1,4,30,0,0,0,0,0,0,7,10.200000000000001,123.53,0,0.12,2.4000000000000004,3.2,234,97.82000000000001,10.5,1005,,,,,,,,,,,,,,,,,,,,,,,,
12,2022,1,1,5,0,0,0,0,0,0,0,7,10.3,117.73,0,0.12,2.1,3.3000000000000003,240,98.27,10.600000000000001,1005,,,,,,,,,,,,,,,,,,,,,,,,
13,2022,1,1,5,30,0,0,0,0,0,0,7,10.3,111.99000000000001,0,0.12,1.8,3.3000000000000003,239,99.58,10.4,1005,,,,,,,,,,,,,,,,,,,,,,,,
14,2022,1,1,6,0,0,0,0,0,0,0,6,10.3,106.35000000000001,0,0.12,1.4000000000000001,3.3000000000000003,238,100,10.3,1005,,,,,,,,,,,,,,,,,,,,,,,,
15,2022,1,1,6,30,0,0,0,0,0,0,7,10.200000000000001,100.82000000000001,0,0.12,1.2000000000000002,3.4000000000000004,226,100,10.200000000000001,1005,,,,,,,,,,,,,,,,,,,,,,,,
16,2022,1,1,7,0,0,0,0,0,0,0,6,10.200000000000001,95.46000000000001,0,0.12,1.1,3.4000000000000004,213,100,10.200000000000001,1004,,,,,,,,,,,,,,,,,,,,,,,,
17,2022,1,1,7,30,1,0,1,6,31,6,6,10.4,89.76,57,0.12,1.3,3.4000000000000004,204,98.46000000000001,10.600000000000001,1004,,,,,,,,,,,,,,,,,,,,,,,,
18,2022,1,1,8,0,7,0,7,31,236,51,6,10.8,85.18,100,0.12,1.4000000000000001,3.5,195,98.49000000000001,11,1004,,,,,,,,,,,,,,,,,,,,,,,,
19,2022,1,1,8,30,10,0,10,52,393,116,6,10.8,80.61,14,0.12,1.6,3.5,191,96.66,11.3,1005,,,,,,,,,,,,,,,,,,,,,,,,
20,2022,1,1,9,0,9,0,9,69,486,184,6,11.200000000000001,76.34,0,0.12,1.8,3.6,187,97.12,11.600000000000001,1005,,,,,,,,,,,,,,,,,,,,,,,,
21,2022,1,1,9,30,11,0,11,84,549,249,6,11.100000000000001,72.48,0,0.12,2,3.6,172,95.12,11.9,1004,,,,,,,,,,,,,,,,,,,,,,,,
22,2022,1,1,10,0,31,0,31,98,582,306,6,11.600000000000001,69.09,0,0.12,2.2,3.6,156,96.49000000000001,12.100000000000001,1004,,,,,,,,,,,,,,,,,,,,,,,,
23,2022,1,1,10,30,23,0,23,97,652,359,6,11.5,66.27,0,0.12,2.2,3.7,149,93.29,12.600000000000001,1003,,,,,,,,,,,,,,,,,,,,,,,,
24,2022,1,1,11,0,39,0,39,90,716,403,7,12.200000000000001,64.09,0,0.12,2.3000000000000003,3.8000000000000003,142,94.52,13.100000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
25,2022,1,1,11,30,50,0,50,90,740,430,7,12.200000000000001,62.620000000000005,0,0.12,2.1,3.9000000000000004,131,91.41,13.600000000000001,1001,,,,,,,,,,,,,,,,,,,,,,,,
26,2022,1,1,12,0,56,1,56,86,758,443,7,13.100000000000001,61.910000000000004,25,0.12,1.9000000000000001,4,120,93.76,14.100000000000001,1001,,,,,,,,,,,,,,,,,,,,,,,,
27,2022,1,1,12,30,76,5,78,91,743,440,7,13.100000000000001,62,18,0.12,1.8,3.9000000000000004,118,93.06,14.200000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
28,2022,1,1,13,0,85,7,88,95,716,422,6,13.5,62.870000000000005,0,0.12,1.7000000000000002,3.8000000000000003,117,94.61,14.4,999,,,,,,,,,,,,,,,,,,,,,,,,
29,2022,1,1,13,30,63,4,65,92,701,394,7,13.5,64.5,43,0.12,1.7000000000000002,3.7,139,92.8,14.700000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
30,2022,1,1,14,0,61,3,62,88,676,354,7,14.3,66.83,39,0.12,1.7000000000000002,3.5,161,94.82000000000001,15.100000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
31,2022,1,1,14,30,32,0,32,80,643,302,7,14.3,69.78,0,0.12,1.2000000000000002,3.5,169,93.61,15.3,999,,,,,,,,,,,,,,,,,,,,,,,,
32,2022,1,1,15,0,32,1,32,70,596,241,7,15,73.28,11,0.12,0.8,3.5,177,97.43,15.4,999,,,,,,,,,,,,,,,,,,,,,,,,
33,2022,1,1,15,30,13,0,13,59,514,173,7,14.9,77.24,7,0.12,0.8,3.5,166,100,14.9,999,,,,,,,,,,,,,,,,,,,,,,,,
34,2022,1,1,16,0,11,0,11,44,394,102,4,14.4,81.58,57,0.12,0.8,3.6,155,100,14.4,998,,,,,,,,,,,,,,,,,,,,,,,,
35,2022,1,1,16,30,8,0,8,25,205,39,4,14,86.2,100,0.12,0.9,3.6,161,100,14,998,,,,,,,,,,,,,,,,,,,,,,,,
36,2022,1,1,17,0,0,0,0,2,13,2,4,13.600000000000001,91.39,43,0.12,1.1,3.7,167,100,13.600000000000001,998,,,,,,,,,,,,,,,,,,,,,,,,
37,2022,1,1,17,30,0,0,0,0,0,0,7,13.700000000000001,96.60000000000001,0,0.12,1.3,3.7,176,100,13.700000000000001,998,,,,,,,,,,,,,,,,,,,,,,,,
38,2022,1,1,18,0,0,0,0,0,0,0,7,13.8,102.01,0,0.12,1.5,3.8000000000000003,184,100,13.8,998,,,,,,,,,,,,,,,,,,,,,,,,
39,2022,1,1,18,30,0,0,0,0,0,0,7,14,107.56,0,0.12,1.7000000000000002,3.8000000000000003,188,100,14,997,,,,,,,,,,,,,,,,,,,,,,,,
40,2022,1,1,19,0,0,0,0,0,0,0,8,14.3,113.23,0,0.11,1.9000000000000001,3.8000000000000003,193,100,14.3,997,,,,,,,,,,,,,,,,,,,,,,,,
41,2022,1,1,19,30,0,0,0,0,0,0,8,14.9,118.98,0,0.11,2.5,3.8000000000000003,196,100,14.9,997,,,,,,,,,,,,,,,,,,,,,,,,
42,2022,1,1,20,0,0,0,0,0,0,0,7,15.4,124.79,0,0.11,3,3.7,199,99.11,15.5,996,,,,,,,,,,,,,,,,,,,,,,,,
43,2022,1,1,20,30,0,0,0,0,0,0,7,15.4,130.62,0,0.11,3.3000000000000003,3.6,201,97.85000000000001,15.700000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
44,2022,1,1,21,0,0,0,0,0,0,0,7,15.4,136.43,0,0.11,3.6,3.6,204,96.73,15.9,996,,,,,,,,,,,,,,,,,,,,,,,,
45,2022,1,1,21,30,0,0,0,0,0,0,6,15.4,142.18,0,0.11,3.5,3.6,207,96.63,15.9,995,,,,,,,,,,,,,,,,,,,,,,,,
46,2022,1,1,22,0,0,0,0,0,0,0,6,15.4,147.77,0,0.11,3.4000000000000004,3.5,210,96.96000000000001,15.9,995,,,,,,,,,,,,,,,,,,,,,,,,
47,2022,1,1,22,30,0,0,0,0,0,0,6,15.4,153.08,0,0.11,3.1,3.6,218,97.57000000000001,15.8,995,,,,,,,,,,,,,,,,,,,,,,,,
48,2022,1,1,23,0,0,0,0,0,0,0,6,15.5,157.87,0,0.11,2.8000000000000003,3.7,225,98.93,15.700000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
49,2022,1,1,23,30,0,0,0,0,0,0,7,15.3,161.68,0,0.11,2.3000000000000003,3.8000000000000003,234,100,15.3,996,,,,,,,,,,,,,,,,,,,,,,,,
50,2022,1,2,0,0,0,0,0,0,0,0,6,15,163.8,0,0.11,1.8,3.9000000000000004,243,100,15,996,,,,,,,,,,,,,,,,,,,,,,,,
51,2022,1,2,0,30,0,0,0,0,0,0,6,14.5,163.54,0,0.11,1.5,4,254,100,14.5,996,,,,,,,,,,,,,,,,,,,,,,,,
52,2022,1,2,1,0,0,0,0,0,0,0,6,14.100000000000001,161,0,0.11,1.1,4.1000000000000005,264,100,14.100000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
53,2022,1,2,1,30,0,0,0,0,0,0,6,13.9,156.93,0,0.11,1,4.1000000000000005,279,100,13.9,996,,,,,,,,,,,,,,,,,,,,,,,,
54,2022,1,2,2,0,0,0,0,0,0,0,6,13.600000000000001,152.01,0,0.11,0.9,4.2,293,100,13.600000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
55,2022,1,2,2,30,0,0,0,0,0,0,6,13.4,146.63,0,0.11,1.4000000000000001,4.2,318,100,13.4,996,,,,,,,,,,,,,,,,,,,,,,,,
56,2022,1,2,3,0,0,0,0,0,0,0,6,13.100000000000001,140.99,0,0.11,1.8,4.2,343,100,13.100000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
57,2022,1,2,3,30,0,0,0,0,0,0,7,12.600000000000001,135.23,0,0.11,2.1,4.1000000000000005,346,100,12.600000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
58,2022,1,2,4,0,0,0,0,0,0,0,6,12,129.41,0,0.11,2.3000000000000003,4.1000000000000005,349,98.56,12.200000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
59,2022,1,2,4,30,0,0,0,0,0,0,6,12,123.58,0,0.11,2.2,4.1000000000000005,350,99.87,12,996,,,,,,,,,,,,,,,,,,,,,,,,
60,2022,1,2,5,0,0,0,0,0,0,0,9,11.200000000000001,117.77,0,0.11,2.2,4,350,96.94,11.700000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
61,2022,1,2,5,30,0,0,0,0,0,0,6,11.200000000000001,112.03,0,0.11,1.9000000000000001,4,354,97.58,11.600000000000001,996,,,,,,,,,,,,,,,,,,,,,,,,
62,2022,1,2,6,0,0,0,0,0,0,0,7,11,106.38,0,0.11,1.6,4,358,96.66,11.5,996,,,,,,,,,,,,,,,,,,,,,,,,
63,2022,1,2,6,30,0,0,0,0,0,0,6,11,100.85000000000001,0,0.11,1.3,3.9000000000000004,347,96.76,11.5,997,,,,,,,,,,,,,,,,,,,,,,,,
64,2022,1,2,7,0,0,0,0,0,0,0,6,11,95.48,0,0.11,1,3.8000000000000003,335,96.76,11.5,997,,,,,,,,,,,,,,,,,,,,,,,,
65,2022,1,2,7,30,1,0,1,6,36,6,6,11,89.78,57,0.11,0.9,3.6,322,96.22,11.600000000000001,998,,,,,,,,,,,,,,,,,,,,,,,,
66,2022,1,2,8,0,8,0,8,29,261,51,6,11.100000000000001,85.2,100,0.11,0.8,3.5,309,96.26,11.700000000000001,998,,,,,,,,,,,,,,,,,,,,,,,,
67,2022,1,2,8,30,23,0,23,47,443,119,6,11.100000000000001,80.62,14,0.11,1.3,3.2,293,93.15,12.200000000000001,998,,,,,,,,,,,,,,,,,,,,,,,,
68,2022,1,2,9,0,44,1,44,58,566,192,6,11.4,76.34,0,0.11,1.7000000000000002,2.9000000000000004,276,92.14,12.600000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
69,2022,1,2,9,30,46,1,46,67,650,263,9,11.4,72.46000000000001,0,0.11,2.2,2.8000000000000003,270,89.18,13.100000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
70,2022,1,2,10,0,87,4,88,72,710,326,6,11.9,69.06,0,0.11,2.7,2.6,265,89.22,13.600000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
71,2022,1,2,10,30,78,2,79,75,758,381,6,11.9,66.22,0,0.11,2.9000000000000004,2.5,262,85.82000000000001,14.200000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
72,2022,1,2,11,0,125,9,129,75,796,424,6,12.600000000000001,64.03,0,0.11,3,2.3000000000000003,259,87.08,14.700000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
73,2022,1,2,11,30,90,5,92,76,819,454,9,12.600000000000001,62.550000000000004,0,0.11,2.9000000000000004,2.2,261,84.87,15.100000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
74,2022,1,2,12,0,174,54,199,74,837,469,7,13.200000000000001,61.83,0,0.11,2.8000000000000003,2.1,263,85.96000000000001,15.5,1000,,,,,,,,,,,,,,,,,,,,,,,,
75,2022,1,2,12,30,182,141,248,74,839,469,7,13.200000000000001,61.9,0,0.11,2.6,2,272,85.41,15.600000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
76,2022,1,2,13,0,159,59,186,73,832,454,6,13.3,62.77,0,0.11,2.3000000000000003,2,281,84.93,15.8,999,,,,,,,,,,,,,,,,,,,,,,,,
77,2022,1,2,13,30,142,38,158,73,812,424,7,13.3,64.38,0,0.11,2.3000000000000003,2,282,85.01,15.8,1000,,,,,,,,,,,,,,,,,,,,,,,,
78,2022,1,2,14,0,99,20,107,71,782,380,7,13,66.7,0,0.11,2.3000000000000003,2,283,83.04,15.9,1001,,,,,,,,,,,,,,,,,,,,,,,,
79,2022,1,2,14,30,34,0,34,68,735,324,6,13,69.65,0,0.11,1.9000000000000001,2,287,87.48,15.100000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
80,2022,1,2,15,0,60,8,62,64,666,257,6,12.600000000000001,73.14,0,0.11,1.5,2.1,291,89.47,14.3,1002,,,,,,,,,,,,,,,,,,,,,,,,
81,2022,1,2,15,30,28,0,28,59,560,184,6,12.600000000000001,77.10000000000001,0,0.11,1.8,2.1,302,93.10000000000001,13.700000000000001,1003,,,,,,,,,,,,,,,,,,,,,,,,
82,2022,1,2,16,0,18,0,18,48,403,108,6,11.3,81.44,43,0.11,2.2,2.2,312,88.53,13.200000000000001,1003,,,,,,,,,,,,,,,,,,,,,,,,
83,2022,1,2,16,30,10,0,10,29,201,43,6,11.4,86.06,100,0.11,3,2.1,320,91.55,12.700000000000001,1004,,,,,,,,,,,,,,,,,,,,,,,,
84,2022,1,2,17,0,1,0,1,2,10,2,6,9.5,91.25,43,0.11,3.8000000000000003,2.1,327,83.69,12.200000000000001,1005,,,,,,,,,,,,,,,,,,,,,,,,
85,2022,1,2,17,30,0,0,0,0,0,0,6,9.5,96.46000000000001,0,0.11,4.3,2,329,88.3,11.4,1006,,,,,,,,,,,,,,,,,,,,,,,,
86,2022,1,2,18,0,0,0,0,0,0,0,6,6.9,101.87,0,0.11,4.9,1.9000000000000001,330,78.03,10.600000000000001,1007,,,,,,,,,,,,,,,,,,,,,,,,
87,2022,1,2,18,30,0,0,0,0,0,0,9,6.9,107.42,0,0.11,5.2,1.9000000000000001,329,81.75,9.9,1007,,,,,,,,,,,,,,,,,,,,,,,,
88,2022,1,2,19,0,0,0,0,0,0,0,9,4.1000000000000005,113.09,0,0.65,5.4,1.9000000000000001,329,70.52,9.200000000000001,1008,,,,,,,,,,,,,,,,,,,,,,,,
89,2022,1,2,19,30,0,0,0,0,0,0,9,4.1000000000000005,118.84,0,0.65,5,1.9000000000000001,332,72.52,8.8,1009,,,,,,,,,,,,,,,,,,,,,,,,
90,2022,1,2,20,0,0,0,0,0,0,0,9,2.9000000000000004,124.65,0,0.65,4.6000000000000005,1.9000000000000001,335,68.49,8.4,1009,,,,,,,,,,,,,,,,,,,,,,,,
91,2022,1,2,20,30,0,0,0,0,0,0,6,2.9000000000000004,130.48,0,0.65,4.800000000000001,1.9000000000000001,337,69.9,8.1,1009,,,,,,,,,,,,,,,,,,,,,,,,
92,2022,1,2,21,0,0,0,0,0,0,0,6,2,136.29,0,0.65,5,2,340,67.12,7.7,1010,,,,,,,,,,,,,,,,,,,,,,,,
93,2022,1,2,21,30,0,0,0,0,0,0,9,2,142.04,0,0.65,5.2,1.9000000000000001,344,68.97,7.300000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
94,2022,1,2,22,0,0,0,0,0,0,0,6,0.9,147.63,0,0.65,5.4,1.9000000000000001,349,66.2,6.800000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
95,2022,1,2,22,30,0,0,0,0,0,0,9,0.9,152.94,0,0.65,5.300000000000001,1.9000000000000001,175,68.91,6.2,1009,,,,,,,,,,,,,,,,,,,,,,,,
96,2022,1,2,23,0,0,0,0,0,0,0,9,0.2,157.73,0,0.65,5.2,1.9000000000000001,1,68.23,5.6000000000000005,1009,,,,,,,,,,,,,,,,,,,,,,,,
97,2022,1,2,23,30,0,0,0,0,0,0,6,0.2,161.55,0,0.65,4.800000000000001,1.9000000000000001,4,69.73,5.300000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
98,2022,1,3,0,0,0,0,0,0,0,0,9,0.2,163.69,0,0.65,4.5,1.9000000000000001,6,71.14,5,1011,,,,,,,,,,,,,,,,,,,,,,,,
99,2022,1,3,0,30,0,0,0,0,0,0,6,0.2,163.47,0,0.65,4.5,1.9000000000000001,12,72.65,4.7,1011,,,,,,,,,,,,,,,,,,,,,,,,
100,2022,1,3,1,0,0,0,0,0,0,0,6,0,160.97,0,0.65,4.6000000000000005,1.9000000000000001,19,73.21000000000001,4.4,1011,,,,,,,,,,,,,,,,,,,,,,,,
101,2022,1,3,1,30,0,0,0,0,0,0,6,0,156.94,0,0.65,4.5,1.9000000000000001,22,75.36,4,1012,,,,,,,,,,,,,,,,,,,,,,,,
102,2022,1,3,2,0,0,0,0,0,0,0,6,-0.30000000000000004,152.03,0,0.65,4.3,1.9000000000000001,25,75.86,3.6,1012,,,,,,,,,,,,,,,,,,,,,,,,
103,2022,1,3,2,30,0,0,0,0,0,0,6,-0.30000000000000004,146.66,0,0.65,4.5,1.9000000000000001,24,78.58,3.1,1012,,,,,,,,,,,,,,,,,,,,,,,,
104,2022,1,3,3,0,0,0,0,0,0,0,6,-0.7000000000000001,141.03,0,0.65,4.6000000000000005,1.9000000000000001,23,78.74,2.6,1012,,,,,,,,,,,,,,,,,,,,,,,,
105,2022,1,3,3,30,0,0,0,0,0,0,6,-0.7000000000000001,135.27,0,0.65,4.7,1.9000000000000001,28,81.51,2.1,1011,,,,,,,,,,,,,,,,,,,,,,,,
106,2022,1,3,4,0,0,0,0,0,0,0,9,-1.3,129.45,0,0.65,4.9,2,32,80.98,1.6,1011,,,,,,,,,,,,,,,,,,,,,,,,
107,2022,1,3,4,30,0,0,0,0,0,0,6,-1.3,123.61,0,0.65,5,2,32,82.74,1.3,1011,,,,,,,,,,,,,,,,,,,,,,,,
108,2022,1,3,5,0,0,0,0,0,0,0,6,-1.3,117.81,0,0.65,5,2,31,84.72,1,1011,,,,,,,,,,,,,,,,,,,,,,,,
109,2022,1,3,5,30,0,0,0,0,0,0,6,-1.3,112.07000000000001,0,0.65,5.4,2,29,85.25,0.9,1010,,,,,,,,,,,,,,,,,,,,,,,,
110,2022,1,3,6,0,0,0,0,0,0,0,9,-1.6,106.41,0,0.65,5.800000000000001,2,28,84.63,0.7000000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
111,2022,1,3,6,30,0,0,0,0,0,0,9,-1.6,100.88,0,0.65,5.9,1.9000000000000001,25,86.49,0.4,1010,,,,,,,,,,,,,,,,,,,,,,,,
112,2022,1,3,7,0,0,0,0,0,0,0,6,-1.8,95.5,0,0.65,6,1.9000000000000001,22,86.34,0.2,1011,,,,,,,,,,,,,,,,,,,,,,,,
113,2022,1,3,7,30,2,0,2,7,49,7,6,-1.8,89.77,57,0.65,6,1.9000000000000001,20,86.97,0.1,1011,,,,,,,,,,,,,,,,,,,,,,,,
114,2022,1,3,8,0,14,0,14,31,319,58,6,-2.1,85.19,100,0.65,6.1000000000000005,1.8,18,86.22,-0.1,1011,,,,,,,,,,,,,,,,,,,,,,,,
115,2022,1,3,8,30,8,0,8,47,515,131,6,-2.1,80.61,14,0.65,6.4,1.8,16,86.85000000000001,-0.2,1011,,,,,,,,,,,,,,,,,,,,,,,,
116,2022,1,3,9,0,6,0,6,57,642,209,6,-2.5,76.32000000000001,0,0.65,6.7,1.7000000000000002,14,84.64,-0.2,1012,,,,,,,,,,,,,,,,,,,,,,,,
117,2022,1,3,9,30,15,0,15,67,720,284,6,-2.5,72.43,0,0.65,7,1.7000000000000002,13,85.17,-0.30000000000000004,1011,,,,,,,,,,,,,,,,,,,,,,,,
118,2022,1,3,10,0,18,0,18,73,775,350,6,-2.9000000000000004,69.02,0,0.65,7.4,1.6,11,83.13,-0.4,1011,,,,,,,,,,,,,,,,,,,,,,,,
119,2022,1,3,10,30,35,0,35,77,815,406,6,-2.9000000000000004,66.17,0,0.65,7.2,1.6,6,83.73,-0.5,1011,,,,,,,,,,,,,,,,,,,,,,,,
120,2022,1,3,11,0,43,0,43,78,847,450,7,-3.4000000000000004,63.96,0,0.65,7.1000000000000005,1.5,1,80.99,-0.5,1011,,,,,,,,,,,,,,,,,,,,,,,,
121,2022,1,3,11,30,20,0,20,79,868,480,7,-3.4000000000000004,62.47,0,0.65,7.2,1.4000000000000001,180,81.58,-0.6000000000000001,1011,,,,,,,,,,,,,,,,,,,,,,,,
122,2022,1,3,12,0,56,1,56,78,883,496,7,-4.1000000000000005,61.730000000000004,0,0.65,7.4,1.3,358,77.28,-0.6000000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
123,2022,1,3,12,30,21,0,21,76,892,498,7,-4.1000000000000005,61.800000000000004,0,0.65,7.7,1.2000000000000002,355,77.85000000000001,-0.7000000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
124,2022,1,3,13,0,85,9,89,72,896,484,7,-5.2,62.65,36,0.65,7.9,1.1,351,71.83,-0.7000000000000001,1010,,,,,,,,,,,,,,,,,,,,,,,,
125,2022,1,3,13,30,99,2,100,69,891,456,7,-5.1000000000000005,64.26,0,0.65,7.7,0.9,347,71.9,-0.7000000000000001,1011,,,,,,,,,,,,,,,,,,,,,,,,
126,2022,1,3,14,0,114,4,116,65,881,415,8,-6.1000000000000005,66.57000000000001,0,0.65,7.5,0.8,343,66.61,-0.7000000000000001,1011,,,,,,,,,,,,,,,,,,,,,,,,
127,2022,1,3,14,30,108,1,108,59,858,359,8,-6.1000000000000005,69.51,0,0.65,7.300000000000001,0.7000000000000001,341,67.16,-0.8,1012,,,,,,,,,,,,,,,,,,,,,,,,
128,2022,1,3,15,0,91,8,93,51,823,292,7,-6.7,73,0,0.65,7,0.5,339,64.55,-0.8,1013,,,,,,,,,,,,,,,,,,,,,,,,
129,2022,1,3,15,30,52,3,53,44,761,216,7,-6.6000000000000005,76.95,0,0.65,6.6000000000000005,0.5,338,66.53,-1.2000000000000002,1014,,,,,,,,,,,,,,,,,,,,,,,,
130,2022,1,3,16,0,24,433,90,34,663,134,0,-7,81.29,0,0.65,6.1000000000000005,0.4,337,66.23,-1.5,1014,,,,,,,,,,,,,,,,,,,,,,,,
131,2022,1,3,16,30,23,476,57,23,476,57,0,-7,85.91,0,0.65,5.6000000000000005,0.4,336,69.29,-2.1,1015,,,,,,,,,,,,,,,,,,,,,,,,
132,2022,1,3,17,0,7,90,5,7,90,5,0,-7.4,91.10000000000001,0,0.65,5.1000000000000005,0.4,335,69.92,-2.7,1016,,,,,,,,,,,,,,,,,,,,,,,,
133,2022,1,3,17,30,0,0,0,0,0,0,0,-7.4,96.32000000000001,0,0.65,4.800000000000001,0.4,334,71.49,-3,1016,,,,,,,,,,,,,,,,,,,,,,,,
134,2022,1,3,18,0,0,0,0,0,0,0,0,-7.6000000000000005,101.72,0,0.65,4.5,0.4,334,72.62,-3.4000000000000004,1017,,,,,,,,,,,,,,,,,,,,,,,,
135,2022,1,3,18,30,0,0,0,0,0,0,0,-7.6000000000000005,107.28,0,0.65,4.2,0.4,332,73.71000000000001,-3.6,1017,,,,,,,,,,,,,,,,,,,,,,,,
136,2022,1,3,19,0,0,0,0,0,0,0,0,-7.6000000000000005,112.94,0,0.75,3.9000000000000004,0.4,331,74.78,-3.8000000000000003,1018,,,,,,,,,,,,,,,,,,,,,,,,
137,2022,1,3,19,30,0,0,0,0,0,0,0,-7.6000000000000005,118.7,0,0.75,3.7,0.30000000000000004,328,76.48,-4.1000000000000005,1018,,,,,,,,,,,,,,,,,,,,,,,,
138,2022,1,3,20,0,0,0,0,0,0,0,0,-7.6000000000000005,124.51,0,0.75,3.6,0.30000000000000004,326,78.35000000000001,-4.4,1019,,,,,,,,,,,,,,,,,,,,,,,,
139,2022,1,3,20,30,0,0,0,0,0,0,0,-7.6000000000000005,130.34,0,0.75,3.5,0.30000000000000004,324,79.53,-4.6000000000000005,1019,,,,,,,,,,,,,,,,,,,,,,,,
