,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
41,2022,1,1,19,30,0,0,0,0,0,0,4,10.100000000000001,120.54,0,0.09,1,3.8000000000000003,153,100,10.100000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
42,2022,1,1,20,0,0,0,0,0,0,0,4,10.100000000000001,126.28,0,0.09,1,3.9000000000000004,160,99.68,10.100000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
43,2022,1,1,20,30,0,0,0,0,0,0,4,10,132.02,0,0.09,1.1,3.9000000000000004,167,98.92,10.200000000000001,1001,,,,,,,,,,,,,,,,,,,,,,,,
44,2022,1,1,21,0,0,0,0,0,0,0,7,10.3,137.72,0,0.09,1.1,3.9000000000000004,174,100,10.3,1001,,,,,,,,,,,,,,,,,,,,,,,,
45,2022,1,1,21,30,0,0,0,0,0,0,7,10.4,143.32,0,0.09,1.1,4,177,98.36,10.600000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
46,2022,1,1,22,0,0,0,0,0,0,0,8,10.8,148.73,0,0.09,1.1,4,180,100,10.8,1000,,,,,,,,,,,,,,,,,,,,,,,,
47,2022,1,1,22,30,0,0,0,0,0,0,7,10.9,153.78,0,0.09,1,4,184,100,10.9,999,,,,,,,,,,,,,,,,,,,,,,,,
48,2022,1,1,23,0,0,0,0,0,0,0,7,11,158.19,0,0.09,0.9,4,188,100,11,999,,,,,,,,,,,,,,,,,,,,,,,,
49,2022,1,1,23,30,0,0,0,0,0,0,6,11,161.47,0,0.09,0.8,4,204,100,11,999,,,,,,,,,,,,,,,,,,,,,,,,
50,2022,1,2,0,0,0,0,0,0,0,0,6,11,162.93,0,0.09,0.7000000000000001,4,220,100,11,999,,,,,,,,,,,,,,,,,,,,,,,,
51,2022,1,2,0,30,0,0,0,0,0,0,6,10.9,162.12,0,0.09,0.7000000000000001,4,240,100,10.9,1000,,,,,,,,,,,,,,,,,,,,,,,,
52,2022,1,2,1,0,0,0,0,0,0,0,6,10.9,159.29,0,0.09,0.7000000000000001,4,259,100,10.9,1000,,,,,,,,,,,,,,,,,,,,,,,,
53,2022,1,2,1,30,0,0,0,0,0,0,7,10.700000000000001,155.15,0,0.09,0.7000000000000001,3.9000000000000004,275,100,10.700000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
54,2022,1,2,2,0,0,0,0,0,0,0,7,10.600000000000001,150.25,0,0.09,0.6000000000000001,3.9000000000000004,290,100,10.600000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
55,2022,1,2,2,30,0,0,0,0,0,0,6,10.3,144.92000000000002,0,0.09,0.6000000000000001,3.9000000000000004,301,100,10.3,999,,,,,,,,,,,,,,,,,,,,,,,,
56,2022,1,2,3,0,0,0,0,0,0,0,6,9.9,139.36,0,0.09,0.6000000000000001,3.9000000000000004,312,100,9.9,999,,,,,,,,,,,,,,,,,,,,,,,,
57,2022,1,2,3,30,0,0,0,0,0,0,7,9.8,133.68,0,0.09,0.6000000000000001,3.8000000000000003,313,100,9.8,999,,,,,,,,,,,,,,,,,,,,,,,,
58,2022,1,2,4,0,0,0,0,0,0,0,6,9.700000000000001,127.94,0,0.09,0.5,3.8000000000000003,314,99.85000000000001,9.700000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
59,2022,1,2,4,30,0,0,0,0,0,0,6,9.700000000000001,122.2,0,0.09,0.7000000000000001,3.7,309,99.85000000000001,9.700000000000001,999,,,,,,,,,,,,,,,,,,,,,,,,
60,2022,1,2,5,0,0,0,0,0,0,0,6,9.5,116.49000000000001,0,0.09,1,3.7,305,98.4,9.700000000000001,1000,,,,,,,,,,,,,,,,,,,,,,,,
61,2022,1,2,5,30,0,0,0,0,0,0,6,9.5,110.84,0,0.09,0.9,3.6,311,99.72,9.5,1000,,,,,,,,,,,,,,,,,,,,,,,,
62,2022,1,2,6,0,0,0,0,0,0,0,6,9.1,105.3,0,0.09,0.8,3.5,318,98.67,9.3,1000,,,,,,,,,,,,,,,,,,,,,,,,
63,2022,1,2,6,30,0,0,0,0,0,0,6,9.1,99.88,0,0.09,0.7000000000000001,3.4000000000000004,317,100,9.1,1000,,,,,,,,,,,,,,,,,,,,,,,,
64,2022,1,2,7,0,0,0,0,0,0,0,6,8.8,94.62,0,0.09,0.7000000000000001,3.3000000000000003,316,98.69,9,1000,,,,,,,,,,,,,,,,,,,,,,,,
65,2022,1,2,7,30,2,0,2,9,88,10,6,8.8,89.15,71,0.09,0.6000000000000001,3.2,295,94.26,9.700000000000001,1001,,,,,,,,,,,,,,,,,,,,,,,,
66,2022,1,2,8,0,8,0,8,28,362,62,6,9.9,84.62,100,0.09,0.6000000000000001,3,274,96.47,10.4,1001,,,,,,,,,,,,,,,,,,,,,,,,
67,2022,1,2,8,30,36,4,37,40,527,130,9,9.9,80.19,14,0.09,0.6000000000000001,2.9000000000000004,265,95.29,10.600000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
68,2022,1,2,9,0,43,2,43,50,633,202,6,10.100000000000001,76.08,0,0.09,0.7000000000000001,2.8000000000000003,255,95.69,10.8,1002,,,,,,,,,,,,,,,,,,,,,,,,
69,2022,1,2,9,30,57,3,58,57,702,269,6,10.100000000000001,72.38,0,0.09,1.2000000000000002,2.7,251,92.57000000000001,11.3,1002,,,,,,,,,,,,,,,,,,,,,,,,
70,2022,1,2,10,0,102,8,105,62,750,329,6,10.600000000000001,69.18,0,0.09,1.6,2.5,247,91.66,11.9,1002,,,,,,,,,,,,,,,,,,,,,,,,
71,2022,1,2,10,30,61,1,61,66,785,378,9,10.600000000000001,66.56,0,0.09,1.9000000000000001,2.3000000000000003,251,88.7,12.4,1002,,,,,,,,,,,,,,,,,,,,,,,,
72,2022,1,2,11,0,77,3,78,70,807,416,9,11.4,64.58,0,0.09,2.3000000000000003,2.2,254,89.73,13,1002,,,,,,,,,,,,,,,,,,,,,,,,
73,2022,1,2,11,30,97,3,98,72,819,440,6,11.4,63.32,0,0.09,2.4000000000000004,2.1,256,86.86,13.5,1002,,,,,,,,,,,,,,,,,,,,,,,,
74,2022,1,2,12,0,166,25,177,73,822,449,6,12,62.81,0,0.09,2.5,2.1,259,87.33,14.100000000000001,1002,,,,,,,,,,,,,,,,,,,,,,,,
75,2022,1,2,12,30,101,7,104,74,820,445,6,12,63.08,0,0.09,2.3000000000000003,2,260,86.21000000000001,14.3,1002,,,,,,,,,,,,,,,,,,,,,,,,
76,2022,1,2,13,0,168,153,235,72,812,427,7,12.4,64.11,0,0.09,2,1.9000000000000001,261,87.4,14.5,1002,,,,,,,,,,,,,,,,,,,,,,,,
77,2022,1,2,13,30,190,86,225,71,798,397,7,12.4,65.87,0,0.09,1.6,1.8,266,88.53,14.3,1002,,,,,,,,,,,,,,,,,,,,,,,,
78,2022,1,2,14,0,167,57,188,67,774,353,7,12.3,68.3,0,0.09,1.2000000000000002,1.7000000000000002,272,89.33,14,1003,,,,,,,,,,,,,,,,,,,,,,,,
79,2022,1,2,14,30,123,38,135,63,728,296,7,12.3,71.32000000000001,0,0.09,1.2000000000000002,1.7000000000000002,275,91.77,13.600000000000001,1004,,,,,,,,,,,,,,,,,,,,,,,,
80,2022,1,2,15,0,71,115,101,57,662,230,6,11.5,74.87,4,0.09,1.2000000000000002,1.7000000000000002,279,88.89,13.3,1004,,,,,,,,,,,,,,,,,,,,,,,,
81,2022,1,2,15,30,28,0,28,50,553,157,6,11.5,78.86,0,0.09,1.2000000000000002,1.7000000000000002,287,94.97,12.3,1005,,,,,,,,,,,,,,,,,,,,,,,,
82,2022,1,2,16,0,25,0,25,38,387,84,7,10.100000000000001,83.2,86,0.09,1.2000000000000002,1.8,295,92.22,11.3,1006,,,,,,,,,,,,,,,,,,,,,,,,
83,2022,1,2,16,30,9,0,9,17,142,23,7,10.100000000000001,87.76,100,0.09,1.3,1.8,308,95.42,10.8,1007,,,,,,,,,,,,,,,,,,,,,,,,
84,2022,1,2,17,0,0,0,0,0,0,0,7,8.9,93.02,14,0.09,1.5,1.8,320,91.13,10.3,1008,,,,,,,,,,,,,,,,,,,,,,,,
85,2022,1,2,17,30,0,0,0,0,0,0,6,8.9,98.21000000000001,0,0.09,2,1.8,328,94.94,9.700000000000001,1009,,,,,,,,,,,,,,,,,,,,,,,,
86,2022,1,2,18,0,0,0,0,0,0,0,6,6.800000000000001,103.58,0,0.09,2.6,1.7000000000000002,337,85.61,9.1,1009,,,,,,,,,,,,,,,,,,,,,,,,
87,2022,1,2,18,30,0,0,0,0,0,0,6,6.800000000000001,109.09,0,0.09,3.2,1.6,339,93.03,7.9,1011,,,,,,,,,,,,,,,,,,,,,,,,
88,2022,1,2,19,0,0,0,0,0,0,0,6,3.1,114.71000000000001,0,0.08,3.8000000000000003,1.6,342,78.03,6.7,1012,,,,,,,,,,,,,,,,,,,,,,,,
89,2022,1,2,19,30,0,0,0,0,0,0,9,3.1,120.4,0,0.08,3.7,1.6,344,84.17,5.6000000000000005,1012,,,,,,,,,,,,,,,,,,,,,,,,
90,2022,1,2,20,0,0,0,0,0,0,0,6,0.1,126.13000000000001,0,0.08,3.5,1.5,346,72.78,4.6000000000000005,1013,,,,,,,,,,,,,,,,,,,,,,,,
91,2022,1,2,20,30,0,0,0,0,0,0,6,0.1,131.88,0,0.08,3.3000000000000003,1.5,347,75.98,4,1014,,,,,,,,,,,,,,,,,,,,,,,,
92,2022,1,2,21,0,0,0,0,0,0,0,6,-1.5,137.58,0,0.08,3,1.5,348,70.05,3.4000000000000004,1014,,,,,,,,,,,,,,,,,,,,,,,,
93,2022,1,2,21,30,0,0,0,0,0,0,6,-1.5,143.18,0,0.08,2.9000000000000004,1.5,350,71.55,3.1,1014,,,,,,,,,,,,,,,,,,,,,,,,
94,2022,1,2,22,0,0,0,0,0,0,0,6,-2.1,148.59,0,0.08,2.8000000000000003,1.5,351,70.02,2.8000000000000003,1015,,,,,,,,,,,,,,,,,,,,,,,,
95,2022,1,2,22,30,0,0,0,0,0,0,6,-2.1,153.64000000000001,0,0.08,2.8000000000000003,1.5,177,70.95,2.6,1014,,,,,,,,,,,,,,,,,,,,,,,,
96,2022,1,2,23,0,0,0,0,0,0,0,6,-2.3000000000000003,158.06,0,0.08,2.8000000000000003,1.5,2,71.16,2.4000000000000004,1014,,,,,,,,,,,,,,,,,,,,,,,,
97,2022,1,2,23,30,0,0,0,0,0,0,9,-2.3000000000000003,161.35,0,0.08,2.8000000000000003,1.5,5,72.25,2.2,1015,,,,,,,,,,,,,,,,,,,,,,,,
98,2022,1,3,0,0,0,0,0,0,0,0,6,-2.6,162.83,0,0.08,2.7,1.5,8,71.64,2,1015,,,,,,,,,,,,,,,,,,,,,,,,
99,2022,1,3,0,30,0,0,0,0,0,0,6,-2.6,162.06,0,0.08,2.8000000000000003,1.5,8,72.74,1.8,1016,,,,,,,,,,,,,,,,,,,,,,,,
100,2022,1,3,1,0,0,0,0,0,0,0,6,-3,159.27,0,0.08,2.8000000000000003,1.6,9,71.4,1.6,1016,,,,,,,,,,,,,,,,,,,,,,,,
101,2022,1,3,1,30,0,0,0,0,0,0,6,-3,155.15,0,0.08,2.8000000000000003,1.6,13,72.43,1.4000000000000001,1016,,,,,,,,,,,,,,,,,,,,,,,,
102,2022,1,3,2,0,0,0,0,0,0,0,6,-3.3000000000000003,150.26,0,0.08,2.7,1.6,16,71.81,1.2000000000000002,1017,,,,,,,,,,,,,,,,,,,,,,,,
103,2022,1,3,2,30,0,0,0,0,0,0,6,-3.3000000000000003,144.95000000000002,0,0.08,2.5,1.6,17,72.33,1.1,1017,,,,,,,,,,,,,,,,,,,,,,,,
104,2022,1,3,3,0,0,0,0,0,0,0,6,-3.2,139.4,0,0.08,2.4000000000000004,1.6,17,73.42,1,1017,,,,,,,,,,,,,,,,,,,,,,,,
105,2022,1,3,3,30,0,0,0,0,0,0,6,-3.2,133.71,0,0.08,2.5,1.6,19,73.95,0.9,1017,,,,,,,,,,,,,,,,,,,,,,,,
106,2022,1,3,4,0,0,0,0,0,0,0,6,-3.1,127.98,0,0.08,2.6,1.6,20,75.06,0.8,1017,,,,,,,,,,,,,,,,,,,,,,,,
107,2022,1,3,4,30,0,0,0,0,0,0,6,-3.1,122.23,0,0.08,2.7,1.6,24,76.07000000000001,0.6000000000000001,1016,,,,,,,,,,,,,,,,,,,,,,,,
108,2022,1,3,5,0,0,0,0,0,0,0,6,-3.1,116.52,0,0.08,2.9000000000000004,1.6,27,76.93,0.5,1016,,,,,,,,,,,,,,,,,,,,,,,,
109,2022,1,3,5,30,0,0,0,0,0,0,6,-3.1,110.87,0,0.08,3,1.6,26,78.05,0.30000000000000004,1016,,,,,,,,,,,,,,,,,,,,,,,,
110,2022,1,3,6,0,0,0,0,0,0,0,6,-3,105.32000000000001,0,0.08,3,1.7000000000000002,24,79.94,0.1,1017,,,,,,,,,,,,,,,,,,,,,,,,
111,2022,1,3,6,30,0,0,0,0,0,0,6,-3,99.9,0,0.08,3.3000000000000003,1.7000000000000002,26,81.03,-0.1,1016,,,,,,,,,,,,,,,,,,,,,,,,
112,2022,1,3,7,0,0,0,0,0,0,0,6,-3.2,94.64,0,0.08,3.6,1.7000000000000002,28,80.8,-0.30000000000000004,1016,,,,,,,,,,,,,,,,,,,,,,,,
113,2022,1,3,7,30,2,0,2,10,97,11,6,-3.2,89.14,71,0.08,3.8000000000000003,1.7000000000000002,27,81.39,-0.4,1016,,,,,,,,,,,,,,,,,,,,,,,,
114,2022,1,3,8,0,10,0,10,29,390,66,6,-3.6,84.61,100,0.08,4,1.7000000000000002,26,80.43,-0.6000000000000001,1017,,,,,,,,,,,,,,,,,,,,,,,,
115,2022,1,3,8,30,9,0,9,42,563,138,6,-3.6,80.17,14,0.08,4.2,1.6,24,80.43,-0.6000000000000001,1017,,,,,,,,,,,,,,,,,,,,,,,,
116,2022,1,3,9,0,14,0,14,50,672,212,6,-4,76.05,0,0.08,4.3,1.6,22,78.38,-0.7000000000000001,1017,,,,,,,,,,,,,,,,,,,,,,,,
117,2022,1,3,9,30,13,0,13,56,743,281,6,-4,72.35000000000001,0,0.08,4.5,1.6,22,78.95,-0.8,1017,,,,,,,,,,,,,,,,,,,,,,,,
118,2022,1,3,10,0,15,0,15,59,794,342,6,-4.4,69.14,0,0.08,4.6000000000000005,1.6,22,77.26,-0.9,1017,,,,,,,,,,,,,,,,,,,,,,,,
119,2022,1,3,10,30,12,0,12,62,826,391,6,-4.4,66.5,0,0.08,5,1.6,23,77.68,-1,1015,,,,,,,,,,,,,,,,,,,,,,,,
120,2022,1,3,11,0,14,0,14,64,847,429,6,-4.7,64.51,0,0.08,5.300000000000001,1.6,24,76.36,-1.1,1014,,,,,,,,,,,,,,,,,,,,,,,,
121,2022,1,3,11,30,32,1,32,65,861,453,7,-4.7,63.230000000000004,0,0.08,5,1.6,17,76.92,-1.2000000000000002,1014,,,,,,,,,,,,,,,,,,,,,,,,
122,2022,1,3,12,0,59,7,62,66,867,464,4,-4.800000000000001,62.71,4,0.08,4.7,1.5,10,76.38,-1.2000000000000002,1014,,,,,,,,,,,,,,,,,,,,,,,,
123,2022,1,3,12,30,45,3,46,64,871,460,7,-4.800000000000001,62.97,0,0.08,4.6000000000000005,1.5,10,76.94,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
124,2022,1,3,13,0,37,0,37,60,870,442,4,-5.1000000000000005,63.99,0,0.08,4.6000000000000005,1.4000000000000001,10,75.57000000000001,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
125,2022,1,3,13,30,72,2,73,58,856,410,7,-5.1000000000000005,65.74,0,0.08,4.7,1.4000000000000001,9,75.57000000000001,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
126,2022,1,3,14,0,33,0,33,55,833,365,7,-5.6000000000000005,68.16,0,0.08,4.800000000000001,1.3,8,72.76,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
127,2022,1,3,14,30,25,1,25,51,799,309,7,-5.6000000000000005,71.18,0,0.08,4.800000000000001,1.2000000000000002,183,72.76,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
128,2022,1,3,15,0,58,6,60,47,749,244,7,-6.2,74.73,0,0.08,4.800000000000001,1.1,359,69.32000000000001,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
129,2022,1,3,15,30,37,1,37,39,674,171,7,-6.2,78.71000000000001,0,0.08,4.4,0.9,354,69.32000000000001,-1.3,1014,,,,,,,,,,,,,,,,,,,,,,,,
130,2022,1,3,16,0,19,0,19,30,553,97,7,-6.7,83.06,86,0.08,4.1000000000000005,0.8,349,66.69,-1.3,1015,,,,,,,,,,,,,,,,,,,,,,,,
131,2022,1,3,16,30,9,0,9,18,272,29,7,-6.7,87.61,100,0.08,3.8000000000000003,0.7000000000000001,346,67.75,-1.5,1016,,,,,,,,,,,,,,,,,,,,,,,,
132,2022,1,3,17,0,0,0,0,0,0,0,7,-7,92.87,14,0.08,3.6,0.5,344,67.19,-1.7000000000000002,1017,,,,,,,,,,,,,,,,,,,,,,,,
133,2022,1,3,17,30,0,0,0,0,0,0,7,-7,98.07000000000001,0,0.08,3.6,0.5,342,68.26,-1.9000000000000001,1018,,,,,,,,,,,,,,,,,,,,,,,,
134,2022,1,3,18,0,0,0,0,0,0,0,8,-7.300000000000001,103.44,0,0.08,3.6,0.4,341,67.52,-2.1,1018,,,,,,,,,,,,,,,,,,,,,,,,
135,2022,1,3,18,30,0,0,0,0,0,0,0,-7.300000000000001,108.95,0,0.08,3.3000000000000003,0.30000000000000004,340,70.65,-2.7,1019,,,,,,,,,,,,,,,,,,,,,,,,
136,2022,1,3,19,0,0,0,0,0,0,0,0,-8.1,114.56,0,0.59,3.1,0.30000000000000004,339,69.87,-3.4000000000000004,1019,,,,,,,,,,,,,,,,,,,,,,,,
137,2022,1,3,19,30,0,0,0,0,0,0,0,-8.1,120.26,0,0.59,3,0.30000000000000004,338,72.60000000000001,-3.9000000000000004,1020,,,,,,,,,,,,,,,,,,,,,,,,
138,2022,1,3,20,0,0,0,0,0,0,0,0,-8.8,125.99000000000001,0,0.59,2.9000000000000004,0.30000000000000004,338,72.10000000000001,-4.5,1021,,,,,,,,,,,,,,,,,,,,,,,,
139,2022,1,3,20,30,0,0,0,0,0,0,0,-8.8,131.73,0,0.59,2.8000000000000003,0.30000000000000004,337,74.31,-4.9,1021,,,,,,,,,,,,,,,,,,,,,,,,
